Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Warehouse,Region,Quantity_Ordered,Quantity_Sold,Unit_Cost,Unit_Price,Inventory_Level,Reorder_Level,Lead_Time_Days,Delivery_Days,Order_Status,Shipping_Cost,Defective_Units
ORD105904,2025-06-16,P010,Desk Lamp,Furniture,S001,TechSource India,Delhi WH,North,12,11,639.25,1127.13,51,28,7,7,Completed,162.33,0
ORD105905,2025-09-22,P018,Desk Organizer,Accessories,S006,National Distributors,Mumbai WH,West,18,17,139.61,307.73,41,41,11,12,Completed,233.28,1
ORD105906,2025-05-05,P013,Marker Set,Stationery,S003,Metro Wholesale,Delhi WH,North,12,12,111.49,199.38,20,24,15,14,Completed,120.81,0
ORD105907,2025-06-26,P013,Marker Set,Stationery,S007,Global Goods India,Mumbai WH,West,14,12,108.97,198.88,45,27,15,13,Completed,172.76,0
ORD105908,2025-09-10,P005,Power Bank,Electronics,S002,Prime Components,Bengaluru WH,South,12,10,695.92,1182.34,13,19,10,12,Completed,165.05,0
ORD105909,2025-09-29,P003,USB-C Cable,Electronics,S006,National Distributors,Bengaluru WH,South,19,15,117.36,250.74,152,45,10,11,Completed,155.56,0
ORD105910,2025-12-10,P019,Running Shoes,Sports,S007,Global Goods India,Delhi WH,North,13,0,1730.54,3040.46,49,18,4,,Pending,146.77,0
ORD105911,2025-02-11,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Hyderabad WH,South,9,7,1471.67,2330.67,23,17,13,11,Completed,132.63,0
ORD105912,2025-06-12,P011,Notebook Pack,Stationery,S005,Urban Supply Co,Bengaluru WH,South,28,25,92.52,178.93,103,35,15,13,Completed,286.67,2
ORD105913,2025-08-04,P005,Power Bank,Electronics,S006,National Distributors,Pune WH,West,13,12,738.22,1176.95,55,16,5,6,Completed,131.22,2
ORD105914,2025-11-21,P005,Power Bank,Electronics,S008,Apex Supplies,Pune WH,West,14,13,684.06,1208.59,17,24,5,6,Completed,154.81,1
ORD105915,2025-06-03,P012,Ball Pen Pack,Stationery,S003,Metro Wholesale,Mumbai WH,West,38,35,55.33,97.95,82,56,11,11,Completed,321.36,0
ORD105916,2025-01-19,P016,Laptop Sleeve,Accessories,S004,Reliable Traders,Bengaluru WH,South,12,10,345.96,696.5,27,28,6,7,Completed,196.27,1
ORD105917,2025-04-24,P016,Laptop Sleeve,Accessories,S004,Reliable Traders,Bengaluru WH,South,11,10,336.54,684.78,30,29,6,9,Completed,109.27,0
ORD105918,2025-12-06,P017,Water Bottle,Accessories,S003,Metro Wholesale,Mumbai WH,West,16,16,183.74,341.28,60,40,11,14,Completed,114.4,0
ORD105919,2025-01-12,P005,Power Bank,Electronics,S008,Apex Supplies,Mumbai WH,West,9,0,694.55,1178.19,19,15,15,,Cancelled,163.08,0
ORD105920,2025-12-12,P010,Desk Lamp,Furniture,S006,National Distributors,Delhi WH,North,8,7,636.96,1102.83,33,28,10,8,Completed,118.17,0
ORD105921,2025-07-11,P001,Wireless Mouse,Electronics,S002,Prime Components,Mumbai WH,West,5,0,82.31,143.6,82,25,10,,Pending,88.85,0
ORD105922,2025-03-17,P015,Backpack,Accessories,S007,Global Goods India,Pune WH,West,9,6,704.64,1268.57,23,15,2,5,Completed,133.15,0
ORD105923,2025-05-05,P006,LED Monitor,Electronics,S001,TechSource India,Bengaluru WH,South,2,2,7053.5,9953.17,15,7,12,13,Completed,81.33,0
ORD105924,2025-05-09,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Delhi WH,North,29,29,52.45,101.7,55,39,6,9,Completed,239.61,0
ORD105925,2025-12-02,P003,USB-C Cable,Electronics,S004,Reliable Traders,Pune WH,West,23,19,117.58,244.29,131,50,11,11,Completed,303.36,0
ORD105926,2025-10-22,P017,Water Bottle,Accessories,S006,National Distributors,Pune WH,West,21,14,185.63,338.25,18,32,7,7,Completed,173.54,0
ORD105927,2025-10-01,P017,Water Bottle,Accessories,S007,Global Goods India,Delhi WH,North,21,15,194.27,340.55,170,52,11,10,Completed,198.84,0
ORD105928,2025-01-06,P018,Desk Organizer,Accessories,S007,Global Goods India,Pune WH,West,12,12,144.27,300.63,69,27,13,15,Completed,182.76,0
ORD105929,2025-02-01,P001,Wireless Mouse,Electronics,S002,Prime Components,Hyderabad WH,South,12,1,84.32,145.48,44,29,6,,Pending,96.67,0
ORD105930,2025-11-17,P020,Yoga Mat,Sports,S004,Reliable Traders,Mumbai WH,West,23,23,463.97,781.55,37,26,2,3,Completed,231.65,0
ORD105931,2025-04-23,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Hyderabad WH,South,7,6,879.17,1581.79,40,20,10,12,Completed,78.53,0
ORD105932,2025-03-12,P006,LED Monitor,Electronics,S006,National Distributors,Pune WH,West,4,1,7018.92,10253.83,8,7,11,,Pending,86.38,0
ORD105933,2025-04-05,P004,Bluetooth Speaker,Electronics,S004,Reliable Traders,Bengaluru WH,South,8,8,944.06,1516.92,22,16,6,9,Completed,151.18,0
ORD105934,2025-08-28,P005,Power Bank,Electronics,S008,Apex Supplies,Bengaluru WH,South,10,10,693.91,1196.97,68,21,8,6,Completed,135.01,0
ORD105935,2025-09-06,P011,Notebook Pack,Stationery,S006,National Distributors,Mumbai WH,West,19,13,91.67,175.86,80,59,11,10,Completed,278.96,0
ORD105936,2025-04-11,P004,Bluetooth Speaker,Electronics,S004,Reliable Traders,Mumbai WH,West,12,11,965.99,1579.87,21,14,2,1,Completed,188.05,0
ORD105937,2025-07-29,P008,Study Table,Furniture,S002,Prime Components,Mumbai WH,West,3,3,3408.79,4861.92,6,5,4,4,Completed,89.62,0
ORD105938,2025-10-27,P014,Printer Paper,Stationery,S003,Metro Wholesale,Pune WH,West,25,20,207.48,341.01,57,30,8,11,Completed,289.99,1
ORD105939,2025-05-11,P017,Water Bottle,Accessories,S007,Global Goods India,Mumbai WH,West,24,20,186.76,332.36,83,38,13,14,Completed,335.6,0
ORD105940,2025-02-18,P014,Printer Paper,Stationery,S002,Prime Components,Mumbai WH,West,15,15,207.47,345.73,96,38,14,13,Completed,155.37,0
ORD105941,2025-03-22,P012,Ball Pen Pack,Stationery,S007,Global Goods India,Bengaluru WH,South,24,20,53.47,97.7,245,70,15,17,Completed,298.55,0
ORD105942,2025-12-24,P003,USB-C Cable,Electronics,S005,Urban Supply Co,Mumbai WH,West,29,23,113.83,250.36,55,36,5,7,Completed,189.91,0
ORD105943,2025-06-10,P016,Laptop Sleeve,Accessories,S005,Urban Supply Co,Pune WH,West,9,7,351.12,718.54,22,30,8,11,Completed,81.17,0
ORD105944,2025-09-19,P001,Wireless Mouse,Electronics,S004,Reliable Traders,Delhi WH,North,15,13,83.75,140.18,82,32,5,8,Completed,239.3,0
ORD105945,2025-04-02,P005,Power Bank,Electronics,S001,TechSource India,Mumbai WH,West,12,12,646.94,1245.68,34,14,5,5,Completed,172.88,0
ORD105946,2025-11-10,P001,Wireless Mouse,Electronics,S002,Prime Components,Pune WH,West,14,12,84.36,150.74,36,24,15,17,Completed,96.34,1
ORD105947,2025-03-10,P014,Printer Paper,Stationery,S005,Urban Supply Co,Pune WH,West,16,16,203.31,355.45,86,31,11,12,Completed,174.94,1
ORD105948,2025-02-11,P008,Study Table,Furniture,S004,Reliable Traders,Bengaluru WH,South,7,7,3059.27,4864.91,9,8,15,14,Completed,144.74,0
ORD105949,2025-10-24,P013,Marker Set,Stationery,S002,Prime Components,Mumbai WH,West,19,0,109.76,204.85,15,30,2,,Pending,141.25,0
ORD105950,2025-08-12,P007,Office Chair,Furniture,S007,Global Goods India,Hyderabad WH,South,9,7,4517.92,6869.8,7,7,15,15,Completed,132.56,0
ORD105951,2025-12-19,P010,Desk Lamp,Furniture,S004,Reliable Traders,Delhi WH,North,27,17,631.56,1082.46,40,20,4,3,Completed,222.75,0
ORD105952,2025-07-13,P010,Desk Lamp,Furniture,S004,Reliable Traders,Mumbai WH,West,11,0,630.09,1127.87,39,20,3,,Pending,191.48,0
ORD105953,2025-10-02,P001,Wireless Mouse,Electronics,S007,Global Goods India,Hyderabad WH,South,24,21,84.14,155.39,81,32,13,14,Completed,177.65,2
ORD105954,2025-07-10,P010,Desk Lamp,Furniture,S002,Prime Components,Delhi WH,North,16,13,636.42,1099.59,42,27,3,2,Completed,220.42,0
ORD105955,2025-01-23,P013,Marker Set,Stationery,S001,TechSource India,Delhi WH,North,15,13,106.78,195.57,8,19,12,11,Completed,158.2,2
ORD105956,2025-05-19,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Pune WH,West,21,1,95.28,183.06,96,48,11,,Pending,284.57,0
ORD105957,2025-12-08,P001,Wireless Mouse,Electronics,S001,TechSource India,Mumbai WH,West,22,21,83.49,144.5,21,18,6,4,Completed,285.15,1
ORD105958,2025-12-12,P014,Printer Paper,Stationery,S003,Metro Wholesale,Delhi WH,North,17,15,203.7,359.98,93,29,3,1,Completed,159.02,0
ORD105959,2025-06-15,P006,LED Monitor,Electronics,S002,Prime Components,Bengaluru WH,South,7,7,6979.09,10114.42,15,9,6,8,Completed,99.6,0
ORD105960,2025-11-10,P001,Wireless Mouse,Electronics,S006,National Distributors,Hyderabad WH,South,16,15,83.74,146.76,71,22,11,14,Completed,185.03,0
ORD105961,2025-04-07,P003,USB-C Cable,Electronics,S001,TechSource India,Delhi WH,North,22,22,122.43,248.55,94,38,15,16,Completed,135.62,2
ORD105962,2025-04-22,P011,Notebook Pack,Stationery,S002,Prime Components,Pune WH,West,21,18,91.35,182.5,69,55,4,7,Completed,221.07,0
ORD105963,2025-10-08,P006,LED Monitor,Electronics,S003,Metro Wholesale,Hyderabad WH,South,7,6,7709.95,10152.84,24,7,7,10,Completed,118.15,0
ORD105964,2025-01-25,P014,Printer Paper,Stationery,S005,Urban Supply Co,Hyderabad WH,South,27,26,205.85,342.93,46,31,10,13,Completed,183.62,1
ORD105965,2025-01-02,P004,Bluetooth Speaker,Electronics,S004,Reliable Traders,Delhi WH,North,9,7,920.01,1615.78,20,11,9,9,Completed,115.36,0
ORD105966,2025-03-30,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Delhi WH,North,18,18,338.21,724.74,75,25,12,11,Completed,201.37,0
ORD105967,2025-01-12,P005,Power Bank,Electronics,S007,Global Goods India,Pune WH,West,11,1,655.78,1252.5,16,14,2,,Pending,116.93,0
ORD105968,2025-07-21,P013,Marker Set,Stationery,S004,Reliable Traders,Delhi WH,North,15,13,109.81,201.06,22,31,6,9,Completed,176.34,0
ORD105969,2025-10-04,P016,Laptop Sleeve,Accessories,S001,TechSource India,Delhi WH,North,20,14,349.63,702.68,22,28,3,5,Completed,274.85,0
ORD105970,2025-08-22,P008,Study Table,Furniture,S008,Apex Supplies,Pune WH,West,3,2,3140.4,4859.76,4,6,15,13,Completed,66.09,0
ORD105971,2025-02-28,P001,Wireless Mouse,Electronics,S003,Metro Wholesale,Pune WH,West,18,18,79.1,146.79,41,35,3,1,Completed,236.37,0
ORD105972,2025-11-04,P011,Notebook Pack,Stationery,S005,Urban Supply Co,Bengaluru WH,South,33,32,94.3,177.63,144,45,5,3,Completed,255.74,0
ORD105973,2025-06-21,P020,Yoga Mat,Sports,S008,Apex Supplies,Mumbai WH,West,17,17,471.36,786.88,52,32,2,1,Completed,128.71,0
ORD105974,2025-04-21,P020,Yoga Mat,Sports,S006,National Distributors,Bengaluru WH,South,14,10,436.28,807.74,86,25,7,5,Completed,164.85,0
ORD105975,2025-07-11,P004,Bluetooth Speaker,Electronics,S005,Urban Supply Co,Hyderabad WH,South,10,8,956.2,1600.17,47,19,4,6,Completed,98.32,0
ORD105976,2025-02-28,P015,Backpack,Accessories,S003,Metro Wholesale,Delhi WH,North,14,14,710.89,1317.09,19,16,5,3,Completed,231.23,0
ORD105977,2025-12-28,P007,Office Chair,Furniture,S007,Global Goods India,Hyderabad WH,South,17,15,4882.98,7102.06,22,9,2,1,Completed,214.56,1
ORD105978,2025-06-18,P003,USB-C Cable,Electronics,S002,Prime Components,Pune WH,West,20,15,129.18,253.34,114,41,6,7,Completed,250.83,0
ORD105979,2025-04-30,P014,Printer Paper,Stationery,S004,Reliable Traders,Mumbai WH,West,17,0,196.6,358.97,121,39,10,,Cancelled,133.31,0
ORD105980,2025-09-09,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Hyderabad WH,South,22,0,85.1,184.75,124,36,10,,Pending,295.39,0
ORD105981,2025-04-21,P011,Notebook Pack,Stationery,S001,TechSource India,Delhi WH,North,23,1,88.95,181.28,53,33,10,,Pending,196.55,0
ORD105982,2025-10-05,P017,Water Bottle,Accessories,S003,Metro Wholesale,Mumbai WH,West,23,20,183.38,354.96,43,30,15,16,Completed,187.75,1
ORD105983,2025-06-22,P007,Office Chair,Furniture,S002,Prime Components,Mumbai WH,West,5,4,5012.86,6934.58,36,11,13,16,Completed,89.09,0
ORD105984,2025-11-15,P014,Printer Paper,Stationery,S001,TechSource India,Delhi WH,North,19,16,209.65,364.97,100,39,3,2,Completed,257.85,0
ORD105985,2025-06-26,P007,Office Chair,Furniture,S007,Global Goods India,Pune WH,West,4,3,4607.91,7044.43,12,9,14,17,Completed,90.03,0
ORD105986,2025-08-24,P001,Wireless Mouse,Electronics,S006,National Distributors,Pune WH,West,13,10,83.98,155.91,71,25,2,1,Completed,174.53,1
ORD105987,2025-07-19,P008,Study Table,Furniture,S007,Global Goods India,Hyderabad WH,South,8,7,3251.67,5028.17,26,8,14,12,Completed,101.3,0
ORD105988,2025-12-21,P019,Running Shoes,Sports,S001,TechSource India,Delhi WH,North,15,1,1762.14,3023.75,67,20,9,,Pending,122.12,0
ORD105989,2025-11-16,P011,Notebook Pack,Stationery,S004,Reliable Traders,Hyderabad WH,South,33,26,87.69,177.47,121,38,6,6,Completed,156.66,0
ORD105990,2025-06-14,P002,Mechanical Keyboard,Electronics,S006,National Distributors,Bengaluru WH,South,6,5,1366.7,2275.47,49,15,3,2,Completed,113.86,0
ORD105991,2025-09-16,P014,Printer Paper,Stationery,S004,Reliable Traders,Mumbai WH,West,16,13,217.66,348.55,64,37,10,13,Completed,174.45,0
ORD105992,2025-03-20,P020,Yoga Mat,Sports,S001,TechSource India,Mumbai WH,West,12,11,441.24,801.04,94,39,13,15,Completed,188.27,0
ORD105993,2025-11-10,P018,Desk Organizer,Accessories,S004,Reliable Traders,Delhi WH,North,16,14,144.97,299.51,61,30,6,8,Completed,154.78,1
ORD105994,2025-08-13,P012,Ball Pen Pack,Stationery,S001,TechSource India,Mumbai WH,West,25,25,57.31,100.24,153,58,14,15,Completed,337.47,1
ORD105995,2025-05-21,P008,Study Table,Furniture,S001,TechSource India,Pune WH,West,5,0,3142.51,4953.1,7,5,11,,Pending,97.02,0
ORD105996,2025-11-20,P012,Ball Pen Pack,Stationery,S006,National Distributors,Bengaluru WH,South,40,37,52.57,93.96,22,48,6,7,Completed,415.63,0
ORD105997,2025-10-08,P016,Laptop Sleeve,Accessories,S001,TechSource India,Bengaluru WH,South,19,18,323.45,702.44,30,17,6,5,Completed,138.39,0
ORD105998,2025-03-03,P017,Water Bottle,Accessories,S003,Metro Wholesale,Bengaluru WH,South,21,0,172.09,350.17,68,33,3,,Pending,170.08,0
ORD105999,2025-12-16,P017,Water Bottle,Accessories,S008,Apex Supplies,Hyderabad WH,South,20,17,182.99,341.07,85,44,14,14,Completed,236.4,0
ORD106000,2025-04-14,P010,Desk Lamp,Furniture,S008,Apex Supplies,Delhi WH,North,11,9,680.46,1117.54,43,26,14,16,Completed,158.52,0
ORD106001,2025-01-29,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Delhi WH,North,7,5,1463.21,2187.68,18,15,5,4,Completed,122.98,0
ORD106002,2025-05-08,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Mumbai WH,West,30,0,54.91,98.89,165,57,2,,Cancelled,182.42,0
ORD106003,2025-06-08,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Bengaluru WH,South,25,25,120.05,251.18,48,41,14,13,Completed,261.65,0
ORD106004,2025-01-28,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Mumbai WH,West,10,7,82.76,147.43,17,30,3,3,Completed,174.44,0
ORD106005,2025-08-06,P011,Notebook Pack,Stationery,S006,National Distributors,Mumbai WH,West,30,24,90.66,181.76,62,34,15,13,Completed,398.55,0
ORD106006,2025-06-07,P014,Printer Paper,Stationery,S001,TechSource India,Pune WH,West,22,21,203.82,364.58,97,35,6,5,Completed,275.64,2
ORD106007,2025-08-02,P017,Water Bottle,Accessories,S004,Reliable Traders,Delhi WH,North,22,18,183.58,366.15,52,31,7,6,Completed,200.71,0
ORD106008,2025-07-01,P016,Laptop Sleeve,Accessories,S003,Metro Wholesale,Bengaluru WH,South,7,7,336.12,695.38,38,25,5,8,Completed,129.74,0
ORD106009,2025-07-06,P017,Water Bottle,Accessories,S008,Apex Supplies,Hyderabad WH,South,23,19,180.75,356.5,44,41,7,5,Completed,265.73,0
ORD106010,2025-02-26,P015,Backpack,Accessories,S003,Metro Wholesale,Bengaluru WH,South,9,0,701.47,1297.85,7,16,7,,Cancelled,129.27,0
ORD106011,2025-10-27,P015,Backpack,Accessories,S001,TechSource India,Pune WH,West,11,7,722.13,1314.62,19,19,6,5,Completed,156.57,0
ORD106012,2025-08-16,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Delhi WH,North,22,1,85.58,150.18,97,36,11,,Pending,266.95,0
ORD106013,2025-03-18,P013,Marker Set,Stationery,S007,Global Goods India,Pune WH,West,21,20,112.61,194.41,100,33,6,9,Completed,111.66,0
ORD106014,2025-02-10,P002,Mechanical Keyboard,Electronics,S007,Global Goods India,Delhi WH,North,9,9,1383.61,2369.07,38,17,6,5,Completed,103.21,0
ORD106015,2025-12-18,P001,Wireless Mouse,Electronics,S002,Prime Components,Mumbai WH,West,20,19,85.14,151.19,52,27,2,2,Completed,284.93,1
ORD106016,2025-07-10,P003,USB-C Cable,Electronics,S006,National Distributors,Pune WH,West,31,30,125.68,265.03,88,46,5,5,Completed,390.98,0
ORD106017,2025-10-22,P017,Water Bottle,Accessories,S002,Prime Components,Bengaluru WH,South,26,23,174.33,339.28,52,41,7,6,Completed,202.89,1
ORD106018,2025-06-24,P015,Backpack,Accessories,S002,Prime Components,Bengaluru WH,South,18,17,674.44,1264.76,44,21,14,13,Completed,165.91,0
ORD106019,2025-04-17,P019,Running Shoes,Sports,S005,Urban Supply Co,Mumbai WH,West,14,1,1750.55,3004.53,32,16,11,,Pending,117.57,0
ORD106020,2025-04-17,P020,Yoga Mat,Sports,S007,Global Goods India,Pune WH,West,11,1,444.01,806.14,73,22,6,,Pending,97.74,0
ORD106021,2025-01-12,P018,Desk Organizer,Accessories,S007,Global Goods India,Delhi WH,North,17,16,138.64,297.91,11,24,4,7,Completed,223.51,0
ORD106022,2025-07-19,P003,USB-C Cable,Electronics,S005,Urban Supply Co,Bengaluru WH,South,18,15,120.18,241.24,21,37,8,11,Completed,226.11,0
ORD106023,2025-09-20,P018,Desk Organizer,Accessories,S004,Reliable Traders,Mumbai WH,West,13,10,135.23,308.56,124,42,12,12,Completed,155.39,2
ORD106024,2025-02-10,P017,Water Bottle,Accessories,S005,Urban Supply Co,Bengaluru WH,South,15,11,178.18,356.99,131,53,5,4,Completed,211.42,0
ORD106025,2025-01-10,P017,Water Bottle,Accessories,S003,Metro Wholesale,Hyderabad WH,South,16,15,175.68,344.72,73,36,4,7,Completed,199.25,0
ORD106026,2025-03-02,P003,USB-C Cable,Electronics,S002,Prime Components,Hyderabad WH,South,19,17,121.34,240.34,47,47,5,4,Completed,231.16,1
ORD106027,2025-06-27,P002,Mechanical Keyboard,Electronics,S004,Reliable Traders,Mumbai WH,West,8,0,1413.52,2354.13,9,10,13,,Cancelled,144.95,0
ORD106028,2025-07-08,P019,Running Shoes,Sports,S002,Prime Components,Mumbai WH,West,13,0,1792.73,3126.3,38,13,4,,Cancelled,215.39,0
ORD106029,2025-07-31,P003,USB-C Cable,Electronics,S001,TechSource India,Hyderabad WH,South,28,28,121.02,249.81,75,41,12,12,Completed,266.61,1
ORD106030,2025-11-02,P008,Study Table,Furniture,S006,National Distributors,Pune WH,West,8,0,3261.72,4866.13,28,8,10,,Pending,88.75,0
ORD106031,2025-12-23,P010,Desk Lamp,Furniture,S007,Global Goods India,Hyderabad WH,South,9,1,654.95,1129.92,52,29,3,,Pending,137.39,0
ORD106032,2025-11-23,P002,Mechanical Keyboard,Electronics,S006,National Distributors,Bengaluru WH,South,16,12,1477.8,2224.1,13,12,15,17,Completed,203.1,0
ORD106033,2025-04-25,P001,Wireless Mouse,Electronics,S008,Apex Supplies,Bengaluru WH,South,16,14,81.86,149.63,30,27,13,13,Completed,235.14,0
ORD106034,2025-06-14,P020,Yoga Mat,Sports,S004,Reliable Traders,Hyderabad WH,South,30,28,441.96,772.05,67,25,13,16,Completed,389.4,0
ORD106035,2025-09-19,P018,Desk Organizer,Accessories,S006,National Distributors,Pune WH,West,19,17,141.14,299.36,13,26,7,7,Completed,208.4,0
ORD106036,2025-04-07,P018,Desk Organizer,Accessories,S002,Prime Components,Pune WH,West,18,17,138.94,299.15,20,39,6,6,Completed,193.35,0
ORD106037,2025-12-14,P005,Power Bank,Electronics,S004,Reliable Traders,Hyderabad WH,South,13,13,682.38,1200.59,51,20,4,5,Completed,101.61,0
ORD106038,2025-02-15,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Delhi WH,North,13,13,1041.91,1638.68,30,14,12,11,Completed,148.4,1
ORD106039,2025-06-18,P010,Desk Lamp,Furniture,S005,Urban Supply Co,Bengaluru WH,South,13,11,671.77,1076.76,9,19,5,3,Completed,129.55,1
ORD106040,2025-10-01,P010,Desk Lamp,Furniture,S004,Reliable Traders,Pune WH,West,16,12,651.65,1064.87,87,25,13,16,Completed,179.97,0
ORD106041,2025-02-13,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Bengaluru WH,South,13,11,87.73,149.22,23,32,2,5,Completed,106.56,0
ORD106042,2025-12-27,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Delhi WH,North,11,7,342.9,703.29,98,30,12,12,Completed,108.44,0
ORD106043,2025-02-14,P020,Yoga Mat,Sports,S001,TechSource India,Pune WH,West,9,6,461.82,783.78,22,32,11,11,Completed,78.64,0
ORD106044,2025-04-03,P011,Notebook Pack,Stationery,S004,Reliable Traders,Mumbai WH,West,25,23,87.69,182.0,65,53,5,3,Completed,291.19,2
ORD106045,2025-05-22,P008,Study Table,Furniture,S004,Reliable Traders,Mumbai WH,West,6,5,3213.46,4971.79,16,8,3,2,Completed,116.77,0
ORD106046,2025-08-22,P008,Study Table,Furniture,S006,National Distributors,Mumbai WH,West,5,1,3088.67,4863.74,16,5,5,,Pending,106.36,0
ORD106047,2025-04-29,P002,Mechanical Keyboard,Electronics,S006,National Distributors,Bengaluru WH,South,13,13,1528.1,2297.05,50,17,3,2,Completed,104.25,0
ORD106048,2025-07-27,P005,Power Bank,Electronics,S006,National Distributors,Hyderabad WH,South,19,19,709.04,1201.82,65,22,15,14,Completed,237.51,0
ORD106049,2025-04-26,P011,Notebook Pack,Stationery,S007,Global Goods India,Delhi WH,North,22,22,89.86,179.57,34,36,10,11,Completed,303.04,0
ORD106050,2025-05-07,P010,Desk Lamp,Furniture,S003,Metro Wholesale,Bengaluru WH,South,17,16,643.98,1091.56,10,18,3,6,Completed,145.44,0
ORD106051,2025-06-26,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Hyderabad WH,South,24,20,93.96,175.73,69,50,11,11,Completed,184.51,0
ORD106052,2025-04-18,P017,Water Bottle,Accessories,S003,Metro Wholesale,Hyderabad WH,South,17,17,179.75,342.68,119,50,13,12,Completed,163.55,0
ORD106053,2025-07-15,P004,Bluetooth Speaker,Electronics,S007,Global Goods India,Bengaluru WH,South,8,7,931.9,1561.34,7,15,3,4,Completed,115.85,0
ORD106054,2025-06-01,P001,Wireless Mouse,Electronics,S004,Reliable Traders,Pune WH,West,21,21,87.55,146.35,88,28,6,5,Completed,260.71,0
ORD106055,2025-04-07,P001,Wireless Mouse,Electronics,S007,Global Goods India,Mumbai WH,West,21,0,89.97,149.33,86,36,6,,Cancelled,134.47,0
ORD106056,2025-05-27,P003,USB-C Cable,Electronics,S002,Prime Components,Hyderabad WH,South,23,20,118.92,250.41,97,37,4,7,Completed,272.5,0
ORD106057,2025-06-10,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Bengaluru WH,South,29,29,54.29,101.63,60,52,10,11,Completed,238.4,0
ORD106058,2025-06-27,P016,Laptop Sleeve,Accessories,S004,Reliable Traders,Hyderabad WH,South,24,24,337.31,704.86,17,20,4,3,Completed,320.28,0
ORD106059,2025-08-26,P018,Desk Organizer,Accessories,S008,Apex Supplies,Pune WH,West,20,0,147.98,301.51,25,24,8,,Pending,185.89,0
ORD106060,2025-04-16,P013,Marker Set,Stationery,S004,Reliable Traders,Pune WH,West,10,6,108.04,196.6,31,24,13,13,Completed,104.73,0
ORD106061,2025-07-22,P009,Bookshelf,Furniture,S001,TechSource India,Pune WH,West,4,0,2692.53,4095.43,2,5,3,,Cancelled,81.74,0
ORD106062,2025-06-08,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Pune WH,West,19,0,118.51,246.32,176,51,8,,Cancelled,186.6,0
ORD106063,2025-10-02,P009,Bookshelf,Furniture,S004,Reliable Traders,Mumbai WH,West,4,4,2723.14,4451.87,4,5,6,6,Completed,102.95,0
ORD106064,2025-08-14,P007,Office Chair,Furniture,S002,Prime Components,Hyderabad WH,South,7,7,4665.58,6727.43,17,8,10,13,Completed,102.53,0
ORD106065,2025-04-10,P017,Water Bottle,Accessories,S007,Global Goods India,Pune WH,West,18,12,185.38,346.01,63,31,15,15,Completed,117.9,1
ORD106066,2025-03-20,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Hyderabad WH,South,22,18,94.11,177.98,162,48,10,13,Completed,160.06,0
ORD106067,2025-05-18,P004,Bluetooth Speaker,Electronics,S007,Global Goods India,Pune WH,West,14,0,923.94,1590.17,10,13,4,,Cancelled,113.73,0
ORD106068,2025-05-08,P005,Power Bank,Electronics,S008,Apex Supplies,Pune WH,West,8,1,707.5,1149.25,22,19,15,,Pending,102.95,0
ORD106069,2025-07-21,P003,USB-C Cable,Electronics,S001,TechSource India,Pune WH,West,28,26,125.05,240.58,68,35,14,17,Completed,243.87,0
ORD106070,2025-04-01,P018,Desk Organizer,Accessories,S003,Metro Wholesale,Delhi WH,North,15,14,137.58,294.11,91,30,7,6,Completed,219.76,1
ORD106071,2025-11-27,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Pune WH,West,20,16,83.04,146.98,19,25,7,8,Completed,270.28,1
ORD106072,2025-10-31,P001,Wireless Mouse,Electronics,S007,Global Goods India,Pune WH,West,16,13,83.84,148.42,106,31,4,3,Completed,127.09,0
ORD106073,2025-08-11,P003,USB-C Cable,Electronics,S008,Apex Supplies,Hyderabad WH,South,21,0,119.46,255.7,57,29,9,,Cancelled,236.4,0
ORD106074,2025-08-30,P016,Laptop Sleeve,Accessories,S002,Prime Components,Delhi WH,North,26,21,337.58,721.58,42,29,7,7,Completed,280.67,1
ORD106075,2025-04-15,P011,Notebook Pack,Stationery,S002,Prime Components,Mumbai WH,West,22,22,83.9,177.36,167,58,7,6,Completed,195.2,0
ORD106076,2025-07-23,P013,Marker Set,Stationery,S002,Prime Components,Delhi WH,North,14,13,113.55,200.18,47,32,3,6,Completed,127.7,0
ORD106077,2025-01-14,P007,Office Chair,Furniture,S003,Metro Wholesale,Hyderabad WH,South,6,5,4582.39,6885.88,10,6,7,5,Completed,71.58,0
