Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Warehouse,Region,Quantity_Ordered,Quantity_Sold,Unit_Cost,Unit_Price,Inventory_Level,Reorder_Level,Lead_Time_Days,Delivery_Days,Order_Status,Shipping_Cost,Defective_Units,Revenue,Product_Cost,Profit,Profit_Margin,Inventory_Status,Delivery_Delay,Month
ORD104661,2025-06-06,P018,Desk Organizer,Accessories,S002,Prime Components,Bengaluru WH,South,15,15,148.11,296.56,30,31,7,8.0,Completed,235.66,0,4448.4,2221.65,1991.0899999999995,44.75968887689955,Low Stock,1.0,2025-06
ORD104662,2025-09-21,P010,Desk Lamp,Furniture,S005,Urban Supply Co,Mumbai WH,West,12,12,697.23,1133.88,20,24,5,6.0,Completed,142.05,0,13606.560000000001,8366.76,5097.750000000001,37.4653843440223,Low Stock,1.0,2025-09
ORD104663,2025-07-12,P002,Mechanical Keyboard,Electronics,S005,Urban Supply Co,Hyderabad WH,South,6,0,1496.21,2350.32,14,14,2,,Pending,82.77,0,0.0,0.0,-82.77,-inf,Low Stock,,2025-07
ORD104664,2025-01-01,P012,Ball Pen Pack,Stationery,S001,TechSource India,Pune WH,West,24,23,52.45,96.94,107,51,14,17.0,Completed,300.44,0,2229.62,1206.3500000000001,722.8299999999997,32.419425731739025,Normal,3.0,2025-01
ORD104665,2025-04-09,P009,Bookshelf,Furniture,S006,National Distributors,Mumbai WH,West,6,5,2862.91,4427.24,15,5,11,10.0,Completed,109.4,0,22136.199999999997,14314.55,7712.249999999998,34.83999060362664,Normal,-1.0,2025-04
ORD104666,2025-09-02,P016,Laptop Sleeve,Accessories,S005,Urban Supply Co,Mumbai WH,West,18,0,348.7,681.75,22,20,9,,Pending,254.12,0,0.0,0.0,-254.12,-inf,Normal,,2025-09
ORD104667,2025-08-13,P007,Office Chair,Furniture,S004,Reliable Traders,Hyderabad WH,South,4,2,4611.56,6903.75,11,10,2,4.0,Completed,57.95,0,13807.5,9223.12,4526.429999999999,32.78240086909288,Normal,2.0,2025-08
ORD104668,2025-09-26,P018,Desk Organizer,Accessories,S006,National Distributors,Hyderabad WH,South,15,13,138.33,303.7,87,41,8,7.0,Completed,181.56,0,3948.1,1798.2900000000002,1968.2499999999995,49.853093893265104,Normal,-1.0,2025-09
ORD104669,2025-03-25,P005,Power Bank,Electronics,S007,Global Goods India,Pune WH,West,6,4,710.08,1205.93,44,22,8,9.0,Completed,113.75,0,4823.72,2840.32,1869.65,38.75950511223703,Normal,1.0,2025-03
ORD104670,2025-03-08,P003,USB-C Cable,Electronics,S004,Reliable Traders,Pune WH,West,19,18,115.68,243.38,54,36,11,13.0,Completed,180.74,1,4380.84,2082.2400000000002,2117.8599999999997,48.343696642653,Normal,2.0,2025-03
ORD104671,2025-12-04,P006,LED Monitor,Electronics,S007,Global Goods India,Hyderabad WH,South,5,5,6807.49,10121.67,15,7,2,3.0,Completed,65.7,0,50608.35,34037.45,16505.2,32.61359044505502,Normal,1.0,2025-12
ORD104672,2025-05-14,P001,Wireless Mouse,Electronics,S001,TechSource India,Bengaluru WH,South,17,16,81.42,147.56,19,21,12,15.0,Completed,168.29,0,2360.96,1302.72,889.95,37.69441244239631,Low Stock,3.0,2025-05
ORD104673,2025-10-11,P005,Power Bank,Electronics,S005,Urban Supply Co,Mumbai WH,West,10,0,717.39,1198.48,36,26,11,,Pending,184.27,0,0.0,0.0,-184.27,-inf,Normal,,2025-10
ORD104674,2025-01-21,P014,Printer Paper,Stationery,S003,Metro Wholesale,Pune WH,West,20,16,200.2,346.92,89,43,8,6.0,Completed,194.38,0,5550.72,3203.2,2153.1400000000003,38.7902830623775,Normal,-2.0,2025-01
ORD104675,2025-11-18,P003,USB-C Cable,Electronics,S005,Urban Supply Co,Bengaluru WH,South,28,23,120.8,254.84,25,37,3,1.0,Completed,283.85,1,5861.32,2778.4,2799.0699999999997,47.75494257266281,Low Stock,-2.0,2025-11
ORD104676,2025-11-11,P002,Mechanical Keyboard,Electronics,S005,Urban Supply Co,Pune WH,West,10,8,1485.16,2271.79,21,13,12,15.0,Completed,163.83,0,18174.32,11881.28,6129.209999999999,33.72456300978523,Normal,3.0,2025-11
ORD104677,2025-09-18,P003,USB-C Cable,Electronics,S007,Global Goods India,Bengaluru WH,South,18,15,125.88,246.82,90,42,15,15.0,Completed,184.97,1,3702.2999999999997,1888.1999999999998,1629.1299999999999,44.00318720795182,Normal,0.0,2025-09
ORD104678,2025-04-16,P002,Mechanical Keyboard,Electronics,S005,Urban Supply Co,Pune WH,West,8,7,1413.02,2344.01,39,14,5,8.0,Completed,69.11,1,16408.07,9891.14,6447.820000000001,39.29663878810854,Normal,3.0,2025-04
ORD104679,2025-01-30,P018,Desk Organizer,Accessories,S001,TechSource India,Mumbai WH,West,14,12,141.12,304.52,82,41,15,14.0,Completed,159.42,1,3654.24,1693.44,1801.3799999999997,49.2956127676343,Normal,-1.0,2025-01
ORD104680,2025-03-18,P019,Running Shoes,Sports,S008,Apex Supplies,Pune WH,West,10,8,1779.26,3077.33,41,20,11,13.0,Completed,156.94,1,24618.64,14234.08,10227.619999999999,41.5442120279593,Normal,2.0,2025-03
ORD104681,2025-07-09,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Pune WH,West,17,15,86.68,149.51,76,26,7,6.0,Completed,178.58,0,2242.6499999999996,1300.2,763.8699999999995,34.0610438543687,Normal,-1.0,2025-07
ORD104682,2025-12-13,P015,Backpack,Accessories,S001,TechSource India,Delhi WH,North,13,13,676.78,1242.85,46,16,11,11.0,Completed,120.59,1,16157.05,8798.14,7238.32,44.79976233285161,Normal,0.0,2025-12
ORD104683,2025-09-14,P015,Backpack,Accessories,S002,Prime Components,Delhi WH,North,10,8,689.65,1319.72,13,14,5,7.0,Completed,152.74,0,10557.76,5517.2,4887.820000000001,46.2959946049162,Low Stock,2.0,2025-09
ORD104684,2025-06-24,P020,Yoga Mat,Sports,S001,TechSource India,Bengaluru WH,South,17,17,433.85,788.53,74,26,9,7.0,Completed,143.81,0,13405.01,7375.450000000001,5885.749999999999,43.90709145312088,Normal,-2.0,2025-06
ORD104685,2025-08-13,P007,Office Chair,Furniture,S002,Prime Components,Hyderabad WH,South,5,4,4495.53,6958.88,4,10,6,6.0,Completed,96.0,0,27835.52,17982.12,9757.400000000001,35.053773020945904,Low Stock,0.0,2025-08
ORD104686,2025-09-26,P005,Power Bank,Electronics,S003,Metro Wholesale,Hyderabad WH,South,7,5,708.12,1233.97,33,19,10,12.0,Completed,80.43,0,6169.85,3540.6,2548.8200000000006,41.31089086444566,Normal,2.0,2025-09
ORD104687,2025-09-07,P010,Desk Lamp,Furniture,S008,Apex Supplies,Pune WH,West,19,14,672.19,1076.79,41,28,6,9.0,Completed,270.67,0,15075.06,9410.66,5393.73,35.77916107796586,Normal,3.0,2025-09
ORD104688,2025-02-08,P017,Water Bottle,Accessories,S007,Global Goods India,Mumbai WH,West,17,15,174.68,343.86,100,44,5,8.0,Completed,235.38,0,5157.900000000001,2620.2000000000003,2302.32,44.63677077880532,Normal,3.0,2025-02
ORD104689,2025-07-14,P015,Backpack,Accessories,S001,TechSource India,Delhi WH,North,15,12,698.3,1271.85,11,19,2,1.0,Completed,165.69,1,15262.199999999999,8379.599999999999,6716.910000000001,44.01010339269569,Low Stock,-1.0,2025-07
ORD104690,2025-11-24,P010,Desk Lamp,Furniture,S003,Metro Wholesale,Bengaluru WH,South,19,16,687.34,1074.28,17,22,6,8.0,Completed,145.23,0,17188.48,10997.44,6045.8099999999995,35.173616282533416,Low Stock,2.0,2025-11
ORD104691,2025-08-19,P004,Bluetooth Speaker,Electronics,S003,Metro Wholesale,Mumbai WH,West,4,3,901.98,1593.79,21,11,2,4.0,Completed,85.28,0,4781.37,2705.94,1990.1499999999999,41.623007631703885,Normal,2.0,2025-08
ORD104692,2025-05-18,P015,Backpack,Accessories,S004,Reliable Traders,Bengaluru WH,South,14,11,727.95,1317.63,53,26,3,4.0,Completed,158.95,0,14493.93,8007.450000000001,6327.53,43.6564134089236,Normal,1.0,2025-05
ORD104693,2025-07-24,P017,Water Bottle,Accessories,S002,Prime Components,Bengaluru WH,South,21,18,180.37,363.22,99,37,8,11.0,Completed,204.39,1,6537.960000000001,3246.66,3086.910000000001,47.21518638841475,Normal,3.0,2025-07
ORD104694,2025-09-19,P009,Bookshelf,Furniture,S003,Metro Wholesale,Bengaluru WH,South,5,3,2829.71,4259.77,8,6,4,4.0,Completed,106.09,0,12779.310000000001,8489.130000000001,4184.09,32.74112608583719,Normal,0.0,2025-09
ORD104695,2025-01-29,P014,Printer Paper,Stationery,S005,Urban Supply Co,Bengaluru WH,South,18,15,208.71,341.38,70,38,9,8.0,Completed,159.13,1,5120.7,3130.65,1830.9199999999996,35.75526783447575,Normal,-1.0,2025-01
ORD104696,2025-03-08,P009,Bookshelf,Furniture,S005,Urban Supply Co,Pune WH,West,2,2,2714.75,4261.37,11,5,6,9.0,Completed,64.11,0,8522.74,5429.5,3029.1299999999997,35.541738924336535,Normal,3.0,2025-03
ORD104697,2025-08-02,P011,Notebook Pack,Stationery,S007,Global Goods India,Delhi WH,North,25,25,90.39,183.04,134,45,14,13.0,Completed,168.57,0,4576.0,2259.75,2147.68,46.93356643356643,Normal,-1.0,2025-08
ORD104698,2025-02-03,P011,Notebook Pack,Stationery,S008,Apex Supplies,Pune WH,West,26,24,85.34,182.44,111,52,10,11.0,Completed,216.29,0,4378.5599999999995,2048.16,2114.1099999999997,48.283225535335816,Normal,1.0,2025-02
ORD104699,2025-06-19,P016,Laptop Sleeve,Accessories,S004,Reliable Traders,Bengaluru WH,South,17,17,324.99,727.65,59,20,11,10.0,Completed,225.31,0,12370.05,5524.83,6619.909999999999,53.51562847361166,Normal,-1.0,2025-06
ORD104700,2025-10-04,P020,Yoga Mat,Sports,S007,Global Goods India,Bengaluru WH,South,21,16,452.73,810.77,63,26,12,13.0,Completed,285.69,0,12972.32,7243.68,5442.95,41.95818481196887,Normal,1.0,2025-10
ORD104701,2025-07-03,P010,Desk Lamp,Furniture,S007,Global Goods India,Pune WH,West,12,8,615.41,1117.95,28,28,7,10.0,Completed,136.07,1,8943.6,4923.28,3884.2500000000005,43.430497786126395,Low Stock,3.0,2025-07
ORD104702,2025-10-20,P007,Office Chair,Furniture,S003,Metro Wholesale,Mumbai WH,West,6,6,4867.73,6857.88,19,6,15,17.0,Completed,92.67,0,41147.28,29206.379999999997,11848.230000000001,28.794685821274218,Overstock,2.0,2025-10
ORD104703,2025-01-28,P008,Study Table,Furniture,S004,Reliable Traders,Mumbai WH,West,11,9,3217.56,5172.28,4,8,9,8.0,Completed,119.08,0,46550.52,28958.04,17473.399999999994,37.53642279398811,Low Stock,-1.0,2025-01
ORD104704,2025-06-18,P003,USB-C Cable,Electronics,S006,National Distributors,Mumbai WH,West,24,21,124.97,258.14,90,27,15,16.0,Completed,264.19,0,5420.94,2624.37,2532.3799999999997,46.71477640409228,Overstock,1.0,2025-06
ORD104705,2025-11-26,P005,Power Bank,Electronics,S008,Apex Supplies,Mumbai WH,West,16,13,716.47,1216.5,74,22,12,14.0,Completed,199.41,0,15814.5,9314.11,6300.98,39.84305542381991,Overstock,2.0,2025-11
ORD104706,2025-08-07,P002,Mechanical Keyboard,Electronics,S007,Global Goods India,Mumbai WH,West,9,8,1457.09,2282.45,46,14,6,9.0,Completed,124.15,0,18259.6,11656.72,6478.73,35.48122631382944,Overstock,3.0,2025-08
ORD104707,2025-11-02,P010,Desk Lamp,Furniture,S007,Global Goods India,Bengaluru WH,South,17,10,663.57,1142.06,48,26,14,14.0,Completed,177.72,0,11420.599999999999,6635.700000000001,4607.179999999998,40.34096282156803,Normal,0.0,2025-11
ORD104708,2025-05-27,P003,USB-C Cable,Electronics,S007,Global Goods India,Pune WH,West,19,15,119.53,240.73,130,47,12,15.0,Completed,171.01,0,3610.95,1792.95,1646.9899999999998,45.61098879796175,Normal,3.0,2025-05
ORD104709,2025-01-19,P007,Office Chair,Furniture,S002,Prime Components,Pune WH,West,7,1,4745.58,6610.14,19,8,15,,Pending,101.24,0,6610.14,4745.58,1763.3200000000004,26.675985682602793,Normal,,2025-01
ORD104710,2025-04-21,P016,Laptop Sleeve,Accessories,S002,Prime Components,Bengaluru WH,South,20,19,343.14,700.54,18,29,5,8.0,Completed,128.63,0,13310.259999999998,6519.66,6661.969999999998,50.05138892854083,Low Stock,3.0,2025-04
ORD104711,2025-11-24,P004,Bluetooth Speaker,Electronics,S008,Apex Supplies,Mumbai WH,West,7,7,983.47,1579.52,44,16,15,14.0,Completed,94.81,0,11056.64,6884.29,4077.5399999999995,36.87865391294281,Normal,-1.0,2025-11
ORD104712,2025-03-22,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Bengaluru WH,South,32,28,53.52,103.11,181,55,14,14.0,Completed,197.54,0,2887.08,1498.5600000000002,1190.9799999999998,41.25206090582872,Overstock,0.0,2025-03
ORD104713,2025-11-04,P018,Desk Organizer,Accessories,S002,Prime Components,Pune WH,West,24,24,136.76,293.31,98,29,13,16.0,Completed,243.1,0,7039.4400000000005,3282.24,3514.100000000001,49.92016410396282,Overstock,3.0,2025-11
ORD104714,2025-08-20,P012,Ball Pen Pack,Stationery,S003,Metro Wholesale,Mumbai WH,West,28,26,54.45,98.44,69,73,6,8.0,Completed,309.47,1,2559.44,1415.7,834.27,32.59580220673272,Low Stock,2.0,2025-08
ORD104715,2025-10-10,P003,USB-C Cable,Electronics,S004,Reliable Traders,Mumbai WH,West,21,0,120.37,249.74,55,33,2,,Pending,217.67,0,0.0,0.0,-217.67,-inf,Normal,,2025-10
ORD104716,2025-12-12,P007,Office Chair,Furniture,S005,Urban Supply Co,Pune WH,West,3,3,4671.26,7000.54,18,8,13,15.0,Completed,57.45,0,21001.62,14013.78,6930.3899999999985,32.999311481685695,Normal,2.0,2025-12
ORD104717,2025-12-05,P012,Ball Pen Pack,Stationery,S002,Prime Components,Bengaluru WH,South,32,31,54.37,102.03,68,44,5,6.0,Completed,331.04,0,3162.93,1685.47,1146.4199999999998,36.24550653982225,Normal,1.0,2025-12
ORD104718,2025-07-04,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Pune WH,West,23,21,88.91,175.85,73,53,12,14.0,Completed,215.89,0,3692.85,1867.11,1609.85,43.59370134178209,Normal,2.0,2025-07
ORD104719,2025-08-29,P003,USB-C Cable,Electronics,S004,Reliable Traders,Hyderabad WH,South,24,22,119.26,241.26,91,40,11,10.0,Completed,273.76,0,5307.719999999999,2623.7200000000003,2410.239999999999,45.41008191841316,Normal,-1.0,2025-08
ORD104720,2025-02-10,P010,Desk Lamp,Furniture,S002,Prime Components,Pune WH,West,9,9,640.68,1110.04,27,28,7,8.0,Completed,138.39,1,9990.36,5766.12,4085.850000000001,40.897925600278676,Low Stock,1.0,2025-02
ORD104721,2025-02-14,P011,Notebook Pack,Stationery,S008,Apex Supplies,Pune WH,West,23,20,88.9,178.06,74,48,5,8.0,Completed,257.55,1,3561.2,1778.0,1525.6499999999999,42.840896327080756,Normal,3.0,2025-02
ORD104722,2025-12-03,P005,Power Bank,Electronics,S001,TechSource India,Bengaluru WH,South,9,9,656.94,1112.01,76,23,15,17.0,Completed,171.21,0,10008.09,5912.460000000001,3924.419999999999,39.21247710602122,Overstock,2.0,2025-12
ORD104723,2025-02-28,P012,Ball Pen Pack,Stationery,S007,Global Goods India,Pune WH,West,30,25,56.3,98.72,16,38,6,9.0,Completed,213.2,0,2468.0,1407.5,847.3,34.33144246353322,Low Stock,3.0,2025-02
ORD104724,2025-01-19,P001,Wireless Mouse,Electronics,S003,Metro Wholesale,Delhi WH,North,15,0,82.39,152.18,33,23,6,,Cancelled,156.49,0,0.0,0.0,-156.49,-inf,Normal,,2025-01
ORD104725,2025-01-27,P007,Office Chair,Furniture,S005,Urban Supply Co,Mumbai WH,West,2,2,4757.93,6936.39,27,9,12,10.0,Completed,86.64,0,13872.78,9515.86,4270.28,30.781717867651615,Normal,-2.0,2025-01
ORD104726,2025-01-06,P016,Laptop Sleeve,Accessories,S003,Metro Wholesale,Pune WH,West,12,9,340.94,689.72,33,29,3,4.0,Completed,176.06,0,6207.4800000000005,3068.46,2962.9600000000005,47.73209096122743,Normal,1.0,2025-01
ORD104727,2025-06-02,P005,Power Bank,Electronics,S008,Apex Supplies,Delhi WH,North,9,8,725.04,1221.7,43,26,8,8.0,Completed,95.35,0,9773.6,5800.32,3877.9300000000007,39.67760088401408,Normal,0.0,2025-06
ORD104728,2025-01-31,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Pune WH,West,31,25,55.11,98.33,37,52,6,8.0,Completed,200.83,0,2458.25,1377.75,879.67,35.78439947116851,Low Stock,2.0,2025-01
ORD104729,2025-03-01,P009,Bookshelf,Furniture,S003,Metro Wholesale,Delhi WH,North,6,5,2900.37,4292.94,12,5,11,12.0,Completed,88.57,0,21464.699999999997,14501.849999999999,6874.279999999999,32.02597753520897,Normal,1.0,2025-03
ORD104730,2025-11-17,P006,LED Monitor,Electronics,S001,TechSource India,Delhi WH,North,3,3,7382.3,10307.45,8,7,11,14.0,Completed,78.97,0,30922.350000000002,22146.9,8696.480000000001,28.123606388259624,Normal,3.0,2025-11
ORD104731,2025-01-13,P018,Desk Organizer,Accessories,S002,Prime Components,Mumbai WH,West,19,15,137.73,291.86,42,23,9,8.0,Completed,130.31,0,4377.900000000001,2065.95,2181.640000000001,49.83302496630806,Normal,-1.0,2025-01
ORD104732,2025-02-12,P007,Office Chair,Furniture,S006,National Distributors,Delhi WH,North,6,5,4833.12,7074.1,6,11,5,6.0,Completed,98.37,0,35370.5,24165.6,11106.53,31.40054565245049,Low Stock,1.0,2025-02
ORD104733,2025-07-08,P004,Bluetooth Speaker,Electronics,S007,Global Goods India,Pune WH,West,10,8,965.8,1548.12,9,16,10,11.0,Completed,81.77,1,12384.96,7726.4,4576.789999999999,36.95441890809498,Low Stock,1.0,2025-07
ORD104734,2025-03-17,P018,Desk Organizer,Accessories,S001,TechSource India,Hyderabad WH,South,14,0,134.39,306.53,66,24,2,,Cancelled,117.63,0,0.0,0.0,-117.63,-inf,Normal,,2025-03
ORD104735,2025-04-22,P015,Backpack,Accessories,S001,TechSource India,Hyderabad WH,South,11,11,736.67,1271.62,31,17,12,10.0,Completed,140.87,0,13987.82,8103.37,5743.58,41.06129475500829,Normal,-2.0,2025-04
ORD104736,2025-06-19,P014,Printer Paper,Stationery,S004,Reliable Traders,Pune WH,West,27,21,219.69,350.0,81,25,13,16.0,Completed,325.6,0,7350.0,4613.49,2410.9100000000003,32.80149659863946,Overstock,3.0,2025-06
ORD104737,2025-03-14,P001,Wireless Mouse,Electronics,S007,Global Goods India,Bengaluru WH,South,20,18,88.99,149.47,64,28,2,5.0,Completed,304.84,0,2690.46,1601.82,783.8000000000002,29.13256469153974,Normal,3.0,2025-03
ORD104738,2025-09-23,P003,USB-C Cable,Electronics,S007,Global Goods India,Bengaluru WH,South,18,18,120.16,259.16,27,38,14,16.0,Completed,159.19,1,4664.88,2162.88,2342.81,50.22229939462537,Low Stock,2.0,2025-09
ORD104739,2025-09-13,P013,Marker Set,Stationery,S001,TechSource India,Delhi WH,North,17,0,108.91,200.87,33,35,12,,Cancelled,263.85,0,0.0,0.0,-263.85,-inf,Low Stock,,2025-09
ORD104740,2025-01-07,P004,Bluetooth Speaker,Electronics,S008,Apex Supplies,Mumbai WH,West,10,1,915.68,1638.06,9,15,15,,Pending,167.66,0,1638.06,915.68,554.72,33.864449409667536,Low Stock,,2025-01
ORD104741,2025-07-28,P004,Bluetooth Speaker,Electronics,S003,Metro Wholesale,Mumbai WH,West,11,0,998.19,1559.21,49,14,3,,Cancelled,112.62,0,0.0,0.0,-112.62,-inf,Overstock,,2025-07
ORD104742,2025-05-02,P016,Laptop Sleeve,Accessories,S002,Prime Components,Mumbai WH,West,15,10,352.45,692.93,48,18,6,5.0,Completed,224.78,0,6929.299999999999,3524.5,3180.019999999999,45.89237008067192,Normal,-1.0,2025-05
ORD104743,2025-07-20,P005,Power Bank,Electronics,S003,Metro Wholesale,Hyderabad WH,South,11,8,754.15,1201.14,28,21,7,10.0,Completed,140.04,0,9609.12,6033.2,3435.880000000001,35.7564480410277,Normal,3.0,2025-07
ORD104744,2025-08-27,P001,Wireless Mouse,Electronics,S007,Global Goods India,Bengaluru WH,South,7,7,82.24,151.34,22,26,10,9.0,Completed,123.71,0,1059.38,575.68,359.9900000000002,33.981196548924856,Low Stock,-1.0,2025-08
ORD104745,2025-05-09,P001,Wireless Mouse,Electronics,S003,Metro Wholesale,Delhi WH,North,14,8,79.24,143.82,16,30,4,2.0,Completed,163.95,0,1150.56,633.92,352.69,30.653768599638436,Low Stock,-2.0,2025-05
ORD104746,2025-08-10,P010,Desk Lamp,Furniture,S006,National Distributors,Pune WH,West,14,14,627.93,1074.44,59,21,7,9.0,Completed,154.25,0,15042.16,8791.019999999999,6096.890000000001,40.53201136007063,Normal,2.0,2025-08
ORD104747,2025-10-03,P013,Marker Set,Stationery,S002,Prime Components,Pune WH,West,15,13,111.55,198.64,57,35,14,15.0,Completed,162.91,0,2582.3199999999997,1450.1499999999999,969.2599999999999,37.53446513212925,Normal,1.0,2025-10
ORD104748,2025-10-20,P017,Water Bottle,Accessories,S001,TechSource India,Hyderabad WH,South,18,16,173.41,352.07,89,50,15,15.0,Completed,182.66,1,5633.12,2774.56,2675.9,47.50298236146221,Normal,0.0,2025-10
ORD104749,2025-02-25,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Pune WH,West,6,5,1389.74,2240.9,15,16,8,7.0,Completed,108.81,0,11204.5,6948.7,4146.99,37.011825605783386,Low Stock,-1.0,2025-02
ORD104750,2025-07-21,P003,USB-C Cable,Electronics,S004,Reliable Traders,Delhi WH,North,16,12,125.89,252.96,67,53,5,4.0,Completed,147.66,1,3035.52,1510.68,1377.1799999999998,45.36883301707779,Normal,-1.0,2025-07
ORD104751,2025-06-11,P011,Notebook Pack,Stationery,S001,TechSource India,Pune WH,West,11,1,89.77,166.65,152,52,12,,Pending,157.71,0,166.65,89.77,-80.83,-48.5028502850285,Normal,,2025-06
ORD104752,2025-11-24,P007,Office Chair,Furniture,S005,Urban Supply Co,Bengaluru WH,South,5,0,4906.56,7114.56,10,9,14,,Pending,106.23,0,0.0,0.0,-106.23,-inf,Normal,,2025-11
ORD104753,2025-05-21,P011,Notebook Pack,Stationery,S007,Global Goods India,Hyderabad WH,South,28,28,85.74,183.99,132,55,7,10.0,Completed,338.95,1,5151.72,2400.72,2412.0500000000006,46.82028526395069,Normal,3.0,2025-05
ORD104754,2025-03-27,P019,Running Shoes,Sports,S005,Urban Supply Co,Bengaluru WH,South,11,0,1758.62,2998.39,52,18,5,,Pending,121.8,0,0.0,0.0,-121.8,-inf,Normal,,2025-03
ORD104755,2025-10-17,P011,Notebook Pack,Stationery,S004,Reliable Traders,Mumbai WH,West,28,22,91.83,175.26,109,39,2,3.0,Completed,393.46,0,3855.72,2020.26,1441.9999999999998,37.39898125382548,Normal,1.0,2025-10
ORD104756,2025-05-23,P009,Bookshelf,Furniture,S002,Prime Components,Pune WH,West,5,4,2842.66,4417.78,4,6,13,13.0,Completed,91.18,1,17671.12,11370.64,6209.299999999999,35.13812367297602,Low Stock,0.0,2025-05
ORD104757,2025-03-09,P020,Yoga Mat,Sports,S002,Prime Components,Mumbai WH,West,15,0,484.92,822.73,85,39,12,,Cancelled,183.19,0,0.0,0.0,-183.19,-inf,Normal,,2025-03
ORD104758,2025-07-15,P001,Wireless Mouse,Electronics,S001,TechSource India,Hyderabad WH,South,10,10,83.05,151.49,111,33,12,10.0,Completed,157.75,0,1514.9,830.5,526.6500000000001,34.76467093537528,Overstock,-2.0,2025-07
ORD104759,2025-12-26,P019,Running Shoes,Sports,S001,TechSource India,Bengaluru WH,South,12,9,1821.3,2975.71,32,15,2,5.0,Completed,104.32,0,26781.39,16391.7,10285.369999999999,38.404914756104894,Normal,3.0,2025-12
ORD104760,2025-04-19,P011,Notebook Pack,Stationery,S005,Urban Supply Co,Bengaluru WH,South,26,20,91.76,184.01,63,60,5,5.0,Completed,226.96,0,3680.2,1835.2,1618.0399999999997,43.966088799521756,Normal,0.0,2025-04
ORD104761,2025-02-27,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Delhi WH,North,24,23,91.72,177.75,84,43,7,9.0,Completed,291.48,0,4088.25,2109.56,1687.21,41.26973643979698,Normal,2.0,2025-02
ORD104762,2025-06-21,P018,Desk Organizer,Accessories,S006,National Distributors,Bengaluru WH,South,17,14,141.24,298.8,82,29,2,1.0,Completed,194.64,0,4183.2,1977.3600000000001,2011.1999999999998,48.0780263912794,Normal,-1.0,2025-06
ORD104763,2025-06-10,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Bengaluru WH,South,18,10,90.64,179.8,163,51,9,8.0,Completed,223.5,2,1798.0,906.4,668.1,37.15795328142381,Overstock,-1.0,2025-06
ORD104764,2025-04-19,P010,Desk Lamp,Furniture,S003,Metro Wholesale,Pune WH,West,14,12,673.03,1165.02,83,27,11,10.0,Completed,193.94,0,13980.24,8076.36,5709.9400000000005,40.84293259629306,Overstock,-1.0,2025-04
ORD104765,2025-08-09,P005,Power Bank,Electronics,S004,Reliable Traders,Bengaluru WH,South,12,10,693.82,1152.1,15,15,10,13.0,Completed,104.0,0,11521.0,6938.200000000001,4478.799999999999,38.87509764777363,Low Stock,3.0,2025-08
ORD104766,2025-01-08,P014,Printer Paper,Stationery,S003,Metro Wholesale,Mumbai WH,West,14,11,219.17,339.35,29,36,15,17.0,Completed,169.29,0,3732.8500000000004,2410.87,1152.6900000000005,30.879622808310014,Low Stock,2.0,2025-01
ORD104767,2025-06-03,P012,Ball Pen Pack,Stationery,S001,TechSource India,Mumbai WH,West,32,29,53.84,97.09,142,53,4,2.0,Completed,227.7,2,2815.61,1561.3600000000001,1026.55,36.459239738458095,Normal,-2.0,2025-06
ORD104768,2025-02-18,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Mumbai WH,West,9,9,902.57,1608.86,36,20,3,3.0,Completed,150.77,0,14479.74,8123.13,6205.839999999999,42.85878061346405,Normal,0.0,2025-02
ORD104769,2025-11-15,P015,Backpack,Accessories,S008,Apex Supplies,Pune WH,West,21,17,744.75,1338.43,28,21,7,5.0,Completed,112.31,0,22753.31,12660.75,9980.250000000002,43.862848965710924,Normal,-2.0,2025-11
ORD104770,2025-07-20,P013,Marker Set,Stationery,S001,TechSource India,Bengaluru WH,South,18,15,109.74,199.0,90,27,10,10.0,Completed,203.44,0,2985.0,1646.1,1135.46,38.038860971524294,Overstock,0.0,2025-07
ORD104771,2025-08-23,P009,Bookshelf,Furniture,S003,Metro Wholesale,Pune WH,West,1,1,2690.23,4182.67,12,5,13,12.0,Completed,56.0,0,4182.67,2690.23,1436.44,34.34265672405425,Normal,-1.0,2025-08
ORD104772,2025-08-07,P001,Wireless Mouse,Electronics,S004,Reliable Traders,Bengaluru WH,South,21,0,86.14,149.0,65,21,4,,Cancelled,233.47,0,0.0,0.0,-233.47,-inf,Overstock,,2025-08
ORD104773,2025-09-05,P010,Desk Lamp,Furniture,S004,Reliable Traders,Hyderabad WH,South,15,11,631.31,1104.65,24,27,4,7.0,Completed,129.84,1,12151.150000000001,6944.41,5076.9000000000015,41.78123058311354,Low Stock,3.0,2025-09
ORD104774,2025-09-05,P001,Wireless Mouse,Electronics,S006,National Distributors,Hyderabad WH,South,18,0,89.14,153.99,81,35,2,,Pending,196.77,0,0.0,0.0,-196.77,-inf,Normal,,2025-09
